stage,target_eta,target_Gc,tp_corrected_seconds,valid_falloff_end_elapsed,valid_falloff_end_elapsed_source,current_max_available_Gc,required_tp_multiplier,required_tp_seconds,tp_reduction_fraction,reachability_status,reachability_class,tp_reachability_interpretation
1,0.1,0.22222222222222224,10417.0,1199.9999999999989,inferred_from_current_max_available_Gc,0.2217050830220314,0.9974239975497194,10390.165782475427,0.0025760024502805567,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
1,0.15,0.35294117647058826,10417.0,1199.9999999999989,inferred_from_current_max_available_Gc,0.2217050830220314,0.5932616098197244,6180.006189492069,0.4067383901802756,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
1,0.2,0.5,10417.0,1199.9999999999989,inferred_from_current_max_available_Gc,0.2217050830220314,0.39661376368710793,4131.525576328603,0.6033862363128921,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
1,0.3,0.8571428571428572,10417.0,1199.9999999999989,inferred_from_current_max_available_Gc,0.2217050830220314,0.2072834504341624,2159.2717031726697,0.7927165495658376,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
1,0.4,1.3333333333333335,10417.0,1199.9999999999989,inferred_from_current_max_available_Gc,0.2217050830220314,0.11815389320741497,1230.8091055416417,0.881846106792585,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
2,0.1,0.22222222222222224,10367.0,969.9999999999993,inferred_from_current_max_available_Gc,0.1835561984817438,0.8101396103823967,8398.717340834306,0.18986038961760332,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
2,0.15,0.35294117647058826,10367.0,969.9999999999993,inferred_from_current_max_available_Gc,0.1835561984817438,0.4818660174759099,4995.505003172758,0.51813398252409,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
2,0.2,0.5,10367.0,969.9999999999993,inferred_from_current_max_available_Gc,0.1835561984817438,0.3221423594931631,3339.649840865622,0.6778576405068368,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
2,0.3,0.8571428571428572,10367.0,969.9999999999993,inferred_from_current_max_available_Gc,0.1835561984817438,0.1683622353041293,1745.4112933979086,0.8316377646958707,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
2,0.4,1.3333333333333335,10367.0,969.9999999999993,inferred_from_current_max_available_Gc,0.1835561984817438,0.09596836374838372,994.904026979494,0.9040316362516163,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
3,0.1,0.22222222222222224,10077.0,1242.9999999999995,inferred_from_current_max_available_Gc,0.2358081960607745,1.0,10077.0,0.0,already_reachable,current_reachable,current_valid_window_already_reaches_target_Gc
3,0.15,0.35294117647058826,10077.0,1242.9999999999995,inferred_from_current_max_available_Gc,0.2358081960607745,0.6352541839120974,6401.456411282205,0.3647458160879026,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
3,0.2,0.5,10077.0,1242.9999999999995,inferred_from_current_max_available_Gc,0.2358081960607745,0.42468710027591355,4279.571909480381,0.5753128997240864,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
3,0.3,0.8571428571428572,10077.0,1242.9999999999995,inferred_from_current_max_available_Gc,0.2358081960607745,0.22195550321223498,2236.6456058696917,0.778044496787765,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
3,0.4,1.3333333333333335,10077.0,1242.9999999999995,inferred_from_current_max_available_Gc,0.2358081960607745,0.1265171279637013,1274.9130984902179,0.8734828720362987,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
4,0.1,0.22222222222222224,,,missing,,,,,missing_inputs,missing_inputs,missing_inputs_or_not_computed
4,0.15,0.35294117647058826,,,missing,,,,,missing_inputs,missing_inputs,missing_inputs_or_not_computed
4,0.2,0.5,,,missing,,,,,missing_inputs,missing_inputs,missing_inputs_or_not_computed
4,0.3,0.8571428571428572,,,missing,,,,,missing_inputs,missing_inputs,missing_inputs_or_not_computed
4,0.4,1.3333333333333335,,,missing,,,,,missing_inputs,missing_inputs,missing_inputs_or_not_computed
5,0.1,0.22222222222222224,10247.0,1170.9999999999993,inferred_from_current_max_available_Gc,0.2201064852617224,0.9894671717965202,10139.070109398943,0.010532828203479783,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
5,0.15,0.35294117647058826,10247.0,1170.9999999999993,inferred_from_current_max_available_Gc,0.2201064852617224,0.5885289391931962,6030.656039912681,0.41147106080680385,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
5,0.2,0.5,10247.0,1170.9999999999993,inferred_from_current_max_available_Gc,0.2201064852617224,0.3934498267688752,4031.680374900664,0.6065501732311248,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
5,0.3,0.8571428571428572,10247.0,1170.9999999999993,inferred_from_current_max_available_Gc,0.2201064852617224,0.2056298725167689,2107.089303679331,0.7943701274832311,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
5,0.4,1.3333333333333335,10247.0,1170.9999999999993,inferred_from_current_max_available_Gc,0.2201064852617224,0.11721133523545615,1201.0645521577192,0.8827886647645439,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
6,0.1,0.22222222222222224,10065.0,1178.0,inferred_from_current_max_available_Gc,0.2249053327483524,1.0,10065.0,0.0,already_reachable,current_reachable,current_valid_window_already_reaches_target_Gc
6,0.15,0.35294117647058826,10065.0,1178.0,inferred_from_current_max_available_Gc,0.2249053327483524,0.6027527149546006,6066.706076018055,0.3972472850453994,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
6,0.2,0.5,10065.0,1178.0,inferred_from_current_max_available_Gc,0.2249053327483524,0.40295886147666005,4055.780940762583,0.59704113852334,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
6,0.3,0.8571428571428572,10065.0,1178.0,inferred_from_current_max_available_Gc,0.2249053327483524,0.21059960807562572,2119.685055281173,0.7894003919243743,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
6,0.4,1.3333333333333335,10065.0,1178.0,inferred_from_current_max_available_Gc,0.2249053327483524,0.1200441402821705,1208.244271940046,0.8799558597178295,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
7,0.1,0.22222222222222224,9935.0,1274.9999999999998,inferred_from_current_max_available_Gc,0.2443586509396638,1.0,9935.0,0.0,already_reachable,current_reachable,current_valid_window_already_reaches_target_Gc
7,0.15,0.35294117647058826,9935.0,1274.9999999999998,inferred_from_current_max_available_Gc,0.2443586509396638,0.6609216483477937,6566.25657633533,0.33907835165220634,ok,plausible_tp_correction_0p6_to_1p0,possibly_explainable_by_fracture_initiation_timing_review_stage1_old_ppt_reference_0p67
7,0.2,0.5,9935.0,1274.9999999999998,inferred_from_current_max_available_Gc,0.2443586509396638,0.4418465953547202,4389.745924849145,0.5581534046452798,ok,aggressive_tp_correction_0p3_to_0p6,requires_aggressive_tp_shortening_manual_initiation_review
7,0.3,0.8571428571428572,9935.0,1274.9999999999998,inferred_from_current_max_available_Gc,0.2443586509396638,0.2309236220051297,2294.2261846209635,0.7690763779948703,ok,extreme_tp_correction_lt_0p3,unlikely_explained_by_initiation_timing_alone
